180.4,95.2,880,384,
467.50438399999996,198.83507200000003,718,318,
129.065738788845,31.84544945480076,707,484,
85.33010656987562,14.087546820360537,738,258,
29.085527943710577,-7.235203126084199,841,249,
27.3937906969362,-7.518534020299498,848,521,
29.749866516924747,-15.247973747164092,1009,503,
20.431161669780558,-4.933726126731045,841,487,
25.147738749623592,-3.86604046873353,920,352,
33.55547754254914,-9.406139914092085,737,288,
48.59193496095262,-3.2925427859103196,894,283,
34.35552083695438,-6.035378541617031,896,407,
40.30062799953826,-6.018124024287273,899,218,
39.00055654825811,-7.0057054997774415,513,283,
40.54938061559127,-4.2915322640868885,645,168,
40.473906178134534,-5.471741751960316,695,347,
